A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age
3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,3,4.0,5.0,2.0,1,3.0,25
4.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,2.0,3.0,5.0,,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,1,5.0,6.0,6.0,1,5.0,27
2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,3.0,2.0,5.0,4.0,6.0,4.0,4.0,5.0,3.0,5,3.0,5.0,3.0,2,3.0,20
1.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,6,6.0,6.0,2.0,2,3.0,25
1.0,6.0,6.0,5.0,6.0,6.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,6.0,3.0,5.0,5.0,2.0,5.0,2.0,4.0,4,6.0,6.0,1.0,2,3.0,49
1.0,6.0,6.0,4.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,4.0,1.0,,2.0,4.0,1,6.0,2.0,2.0,2,3.0,26
1.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,4.0,6.0,2.0,1.0,2.0,6.0,1,6.0,5.0,3.0,2,3.0,25
1.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,1.0,4.0,2.0,3.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2,5.0,6.0,4.0,2,3.0,25
3.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,5.0,5.0,1.0,1.0,6.0,6.0,6.0,4.0,4.0,4.0,3.0,3.0,6.0,3,4.0,5.0,2.0,1,,18
2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,6.0,6.0,1.0,1.0,3.0,5.0,4.0,3.0,6.0,4.0,2.0,2,1.0,5.0,3.0,1,3.0,21
2.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,2.0,1.0,2.0,4.0,6.0,5.0,6.0,6.0,4.0,4.0,6.0,4.0,4,3.0,4.0,5.0,2,3.0,22
2.0,5.0,3.0,5.0,1.0,6.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,6.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,2,5.0,4.0,3.0,2,3.0,37
1.0,6.0,5.0,6.0,6.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4,4.0,5.0,3.0,2,3.0,20
5.0,4.0,4.0,5.0,6.0,3.0,5.0,3.0,3.0,6.0,4.0,4.0,6.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,6.0,2,5.0,5.0,2.0,2,1.0,22
2.0,5.0,4.0,3.0,3.0,6.0,4.0,4.0,2.0,4.0,6.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,6.0,1,4.0,6.0,1.0,2,5.0,41
1.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,1.0,5.0,1.0,4.0,5.0,5.0,6.0,3.0,6.0,4.0,4.0,6.0,5.0,1,4.0,6.0,1.0,2,5.0,22
2.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4,5.0,5.0,2.0,1,5.0,24
2.0,6.0,3.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,2.0,1.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,2,5.0,2.0,1.0,2,4.0,23
1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,2.0,5.0,2,5.0,5.0,1.0,1,4.0,32
1.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,6.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,2,5.0,6.0,2.0,1,5.0,43
1.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,6.0,1,6.0,6.0,1.0,2,4.0,30
2.0,5.0,5.0,6.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,6.0,5,4.0,6.0,2.0,2,2.0,50
4.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,6.0,6.0,3.0,4.0,2.0,2.0,1.0,4.0,1,6.0,4.0,2.0,1,1.0,18
2.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,2.0,1.0,2.0,5.0,3.0,4.0,5.0,1.0,3.0,2.0,1.0,3.0,6.0,2,4.0,6.0,5.0,2,3.0,16
3.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,2,6.0,5.0,3.0,2,5.0,34
1.0,6.0,6.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,2.0,5.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,4,5.0,5.0,2.0,2,2.0,18
2.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4,5.0,5.0,1.0,2,5.0,24
2.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,1,6.0,6.0,1.0,1,2.0,18
2.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,2.0,1.0,3.0,4.0,4.0,2.0,6.0,6.0,6.0,2.0,3.0,4.0,5.0,5,4.0,5.0,5.0,2,3.0,22
1.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,,1.0,5.0,1,4.0,4.0,4.0,2,2.0,36
1.0,6.0,6.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,2,4.0,6.0,2.0,2,3.0,19
2.0,6.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,5,4.0,4.0,2.0,1,3.0,20
1.0,5.0,2.0,3.0,4.0,2.0,5.0,6.0,5.0,2.0,5.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,6,2.0,2.0,6.0,1,3.0,24
1.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,6.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,6,5.0,6.0,4.0,2,3.0,20
2.0,4.0,5.0,5.0,5.0,1.0,1.0,3.0,4.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,1,5.0,5.0,6.0,1,5.0,34
2.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,1,5.0,5.0,2.0,1,3.0,21
2.0,6.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,,4.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,6.0,4,5.0,5.0,2.0,1,3.0,19
1.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,2.0,2.0,4.0,1.0,5.0,4.0,6.0,4.0,5.0,5.0,4.0,2.0,5.0,1,5.0,6.0,1.0,2,2.0,18
1.0,6.0,6.0,1.0,3.0,6.0,6.0,5.0,1.0,4.0,5.0,6.0,1.0,4.0,1.0,6.0,6.0,6.0,5.0,6.0,5.0,1,2.0,5.0,1.0,2,,25
3.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,6.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0,4,4.0,4.0,5.0,2,5.0,27
4.0,4.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,2,5.0,3.0,3.0,1,5.0,33
1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,2,5.0,4.0,5.0,1,3.0,20
2.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,5.0,6,6.0,5.0,1.0,2,3.0,19
2.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,5.0,5.0,6.0,1.0,2.0,2.0,2.0,3.0,5.0,1,6.0,6.0,3.0,2,,16
1.0,2.0,2.0,4.0,3.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,1.0,6.0,3.0,4.0,6.0,6.0,4.0,5.0,3.0,4,3.0,6.0,4.0,2,3.0,18
1.0,6.0,5.0,6.0,6.0,4.0,5.0,3.0,3.0,4.0,6.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,6.0,1,5.0,6.0,1.0,2,4.0,35
6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,3.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,1,3.0,6.0,3.0,2,3.0,23
4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,4,4.0,4.0,4.0,2,5.0,27
3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,6.0,3,6.0,5.0,1.0,1,3.0,18
4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,1,6.0,6.0,1.0,1,2.0,31
1.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,5,3.0,5.0,3.0,2,,17
3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,4,4.0,3.0,4.0,1,1.0,53
4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,2,5.0,6.0,2.0,1,5.0,29
3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,1,6.0,6.0,1.0,1,2.0,19
1.0,6.0,5.0,6.0,3.0,3.0,5.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,2.0,6.0,3.0,6,1.0,1.0,6.0,2,1.0,29
1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,4,6.0,6.0,1.0,1,5.0,41
2.0,2.0,1.0,6.0,3.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,5.0,6.0,6.0,1.0,3.0,1.0,1.0,1.0,6.0,1,6.0,6.0,2.0,2,5.0,31
2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,6.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,2.0,2,3.0,5.0,2.0,2,3.0,45
1.0,6.0,6.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,4.0,2.0,4.0,6.0,1,5.0,5.0,1.0,2,2.0,47
2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,6.0,2,4.0,5.0,2.0,1,4.0,27
1.0,6.0,4.0,3.0,6.0,4.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,2.0,6.0,5.0,2,6.0,6.0,1.0,2,2.0,24
2.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3,4.0,5.0,3.0,1,4.0,20
5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,6.0,4.0,1.0,1.0,1.0,4.0,5.0,5.0,4,4.0,4.0,5.0,1,2.0,23
1.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2,3.0,5.0,2.0,1,5.0,28
1.0,6.0,6.0,5.0,3.0,1.0,3.0,2.0,2.0,5.0,6.0,6.0,5.0,1.0,2.0,6.0,4.0,6.0,6.0,3.0,3.0,1,3.0,3.0,4.0,2,,16
2.0,5.0,6.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,6.0,5.0,6.0,5.0,4.0,1.0,2.0,2.0,4.0,4,5.0,4.0,2.0,1,1.0,18
2.0,4.0,5.0,6.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,1,3.0,5.0,3.0,2,,16
2.0,6.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,6.0,1.0,3.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,3,4.0,5.0,3.0,1,,17
1.0,5.0,6.0,4.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,1,5.0,5.0,1.0,2,1.0,18
2.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,5.0,4.0,3,4.0,5.0,5.0,1,,16
1.0,5.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,6.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,5,4.0,6.0,1.0,2,,16
3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4,3.0,2.0,3.0,2,1.0,18
2.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,1.0,2.0,2.0,1.0,4.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,3,4.0,3.0,2.0,1,,17
1.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,1.0,2.0,4.0,2.0,1.0,6.0,2,4.0,5.0,3.0,1,,17
2.0,6.0,4.0,6.0,2.0,4.0,5.0,5.0,1.0,1.0,6.0,4.0,5.0,4.0,6.0,1.0,2.0,1.0,5.0,4.0,5.0,2,1.0,5.0,1.0,1,,16
2.0,5.0,5.0,6.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2,3.0,4.0,3.0,2,1.0,18
1.0,4.0,,6.0,6.0,6.0,4.0,4.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,4.0,6.0,1.0,2,5.0,50
1.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,3,5.0,4.0,3.0,2,4.0,25
2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,4.0,1,2.0,5.0,1.0,1,5.0,48
2.0,5.0,5.0,5.0,5.0,6.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,1,5.0,6.0,1.0,2,4.0,27
1.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,2.0,,6.0,1,1.0,5.0,2.0,2,3.0,22
5.0,4.0,4.0,4.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,3,4.0,5.0,4.0,1,3.0,20
3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,3.0,3.0,4,2.0,4.0,4.0,2,,17
1.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,1.0,3.0,3.0,1.0,6.0,2.0,,2.0,2.0,1.0,1.0,2.0,6.0,1,6.0,6.0,1.0,2,5.0,59
2.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,1.0,2.0,3.0,5.0,1,5.0,6.0,2.0,2,1.0,17
1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,5.0,6.0,6.0,3.0,4.0,3.0,2.0,2.0,6.0,6,5.0,5.0,1.0,2,3.0,32
2.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,4.0,3,5.0,2.0,3.0,1,3.0,22
5.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,6.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,4.0,3.0,4.0,6.0,4,4.0,5.0,2.0,1,3.0,21
5.0,3.0,1.0,2.0,3.0,6.0,2.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,6.0,2,6.0,5.0,2.0,1,5.0,29
2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,,5,3.0,4.0,3.0,1,1.0,18
1.0,5.0,,5.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6,6.0,1.0,1.0,2,3.0,40
1.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,2,5.0,5.0,5.0,2,5.0,48
1.0,5.0,6.0,6.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,1,5.0,5.0,3.0,2,4.0,39
1.0,5.0,6.0,5.0,6.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,4.0,6.0,6.0,3.0,5.0,2.0,2.0,3.0,5.0,1,5.0,6.0,1.0,2,4.0,50
1.0,6.0,6.0,6.0,4.0,1.0,5.0,6.0,3.0,2.0,4.0,2.0,6.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5,5.0,6.0,1.0,2,5.0,26
3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2,4.0,4.0,3.0,2,2.0,21
2.0,5.0,4.0,3.0,2.0,6.0,5.0,6.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,2.0,1.0,5.0,1,,5.0,1.0,1,4.0,55
1.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,3,4.0,5.0,2.0,2,5.0,37
2.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,5.0,4.0,6.0,2.0,3.0,2.0,2.0,1.0,6.0,1,5.0,6.0,2.0,2,5.0,38
5.0,4.0,5.0,6.0,4.0,1.0,4.0,6.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,2.0,1.0,3.0,2.0,5.0,6,4.0,6.0,3.0,1,3.0,19
2.0,6.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,6.0,4,4.0,6.0,3.0,2,,17
5.0,4.0,5.0,6.0,2.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,2.0,3.0,1.0,6.0,2,6.0,3.0,2.0,2,3.0,20
3.0,5.0,2.0,4.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,2,5.0,5.0,2.0,2,5.0,34
3.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,6.0,6.0,2.0,2.0,1.0,2.0,3.0,5.0,2,4.0,6.0,1.0,2,3.0,38
2.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5,4.0,3.0,4.0,2,3.0,18
1.0,,4.0,6.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3,5.0,6.0,2.0,2,5.0,32
1.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,6.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3,5.0,5.0,3.0,1,3.0,19
3.0,4.0,4.0,6.0,3.0,5.0,5.0,5.0,2.0,4.0,6.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,6.0,2,3.0,5.0,2.0,1,3.0,19
3.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,2.0,1.0,3.0,1.0,4.0,6.0,5.0,3.0,5.0,3.0,3.0,1.0,4.0,1,4.0,4.0,3.0,1,3.0,21
1.0,5.0,,6.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,2.0,4.0,6.0,6.0,4.0,4.0,3.0,2.0,2.0,6.0,1,5.0,6.0,2.0,2,3.0,22
2.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,2.0,4.0,6.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,2,,5.0,2.0,1,3.0,19
4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,5.0,4,4.0,4.0,1.0,2,5.0,41
1.0,6.0,4.0,6.0,6.0,5.0,4.0,5.0,1.0,2.0,5.0,1.0,5.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,4.0,2,5.0,5.0,3.0,1,3.0,40
4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,4.0,4.0,3.0,3.0,2.0,6.0,1,4.0,6.0,1.0,2,5.0,44
3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,4,4.0,5.0,5.0,1,3.0,25
5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,5.0,2.0,4.0,2.0,3.0,6.0,4.0,5.0,3.0,5.0,6,2.0,6.0,4.0,2,,15
3.0,3.0,3.0,4.0,4.0,5.0,2.0,5.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3,2.0,4.0,5.0,1,3.0,24
4.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,4.0,4,,4.0,2.0,2,3.0,23
3.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,6.0,6.0,6.0,3.0,4.0,2.0,2.0,1.0,5.0,1,3.0,5.0,3.0,2,1.0,22
3.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,4,4.0,5.0,3.0,2,3.0,19
4.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,6.0,2.0,5.0,2,4.0,4.0,2.0,2,3.0,23
6.0,1.0,1.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1,6.0,1.0,1.0,2,3.0,38
3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,2,4.0,2.0,1.0,1,2.0,26
5.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,2.0,2.0,4.0,1.0,5.0,6.0,5.0,1.0,1.0,2.0,5.0,1.0,6.0,5,4.0,4.0,4.0,2,3.0,46
3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,4,4.0,4.0,3.0,2,2.0,24
5.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,1.0,2.0,1.0,3.0,5.0,6.0,5.0,1.0,4.0,1.0,3.0,2.0,4.0,5,4.0,6.0,2.0,2,1.0,18
1.0,6.0,5.0,6.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,4.0,5.0,3,5.0,6.0,2.0,1,2.0,48
1.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,1.0,5.0,1.0,1.0,6.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,6.0,6,4.0,6.0,1.0,2,3.0,30
4.0,4.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,4,4.0,4.0,4.0,1,2.0,22
5.0,5.0,5.0,1.0,5.0,6.0,5.0,2.0,6.0,6.0,4.0,4.0,6.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,6.0,6,6.0,6.0,4.0,1,3.0,20
3.0,4.0,4.0,3.0,2.0,6.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,6.0,1.0,6.0,1,6.0,6.0,1.0,1,5.0,36
6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,5.0,1.0,2,6.0,6.0,6.0,1,1.0,18
